course_id,title,skill_tag,level,duration_hours,platform,link
JV_12_01,JUnit 5 User Guide,Testing (JUnit),Beginner,3,JUnit,https://junit.org/junit5/docs/current/user-guide/
JV_12_02,Baeldung: JUnit 5,Testing (JUnit),Easy,6,Baeldung,https://www.baeldung.com/junit-5
JV_12_03,Mockito Documentation,Testing (JUnit),Medium,10,Mockito,https://site.mockito.org/
JV_12_04,GeeksforGeeks: JUnit Testing Framework,Testing (JUnit),High,15,GeeksforGeeks,https://www.geeksforgeeks.org/junit-testing-framework/
JV_13_01,LeetCode Practice Platform,Java Interview Prep / DSA in Java,Beginner,3,LeetCode,https://leetcode.com/
JV_13_02,GeeksforGeeks Interview Questions,Java Interview Prep / DSA in Java,Easy,6,GeeksforGeeks,https://www.geeksforgeeks.org/java-interview-questions/
JV_13_03,HackerRank Practice,Java Interview Prep / DSA in Java,Medium,10,HackerRank,https://www.hackerrank.com/domains/java
JV_13_04,roadmap.sh Interview Guides,Java Interview Prep / DSA in Java,High,15,roadmap.sh,https://roadmap.sh/guides
JV_14_01,Refactoring.Guru: Design Patterns in Java,Design Patterns in Java,Beginner,3,Refactoring.Guru,https://refactoring.guru/design-patterns/java
JV_14_02,Baeldung: Design Patterns Series,Design Patterns in Java,Easy,6,Baeldung,https://www.baeldung.com/design-patterns-series
JV_14_03,GeeksforGeeks: Software Design Patterns,Design Patterns in Java,Medium,10,GeeksforGeeks,https://www.geeksforgeeks.org/software-design-patterns/
JV_14_04,SourceMaking: Design Patterns,Design Patterns in Java,High,15,SourceMaking,https://sourcemaking.com/design_patterns
