course_id,title,skill_tag,level,duration_hours,platform,link
FS_10_03,freeCodeCamp: Back End Development and APIs,MERN/MEAN Stack Projects,Medium,10,freeCodeCamp,https://www.freecodecamp.org/learn/back-end-development-and-apis/
FS_10_04,The Odin Project: Full Stack JavaScript,MERN/MEAN Stack Projects,High,15,The Odin Project,https://www.theodinproject.com/paths/full-stack-javascript
FS_11_01,roadmap.sh: System Design,System Design for Fullstack Devs,Beginner,3,roadmap.sh,https://roadmap.sh/system-design
FS_11_02,GeeksforGeeks: System Design Tutorial,System Design for Fullstack Devs,Easy,6,GeeksforGeeks,https://www.geeksforgeeks.org/system-design/system-design-tutorial/
FS_11_03,System Design Primer (GitHub),System Design for Fullstack Devs,Medium,10,GitHub,https://github.com/donnemartin/system-design-primer
FS_11_04,Educative: Grokking the System Design Interview,System Design for Fullstack Devs,High,15,Educative,https://www.educative.io/courses/grokking-the-system-design-interview
FS_12_01,LeetCode Practice Platform,Fullstack Interview Prep,Beginner,3,LeetCode,https://leetcode.com/
FS_12_02,GeeksforGeeks Interview Questions,Fullstack Interview Prep,Easy,6,GeeksforGeeks,https://www.geeksforgeeks.org/interview-preparation/
FS_12_03,HackerRank Practice,Fullstack Interview Prep,Medium,10,HackerRank,https://www.hackerrank.com/
FS_12_04,roadmap.sh Interview Guides,Fullstack Interview Prep,High,15,roadmap.sh,https://roadmap.sh/guides
